transaction_id,order_date,product_name,category,region,customer_segment,quantity,unit_price,unit_variable_cost
67,2024-05-13,Blender,Home,North America,Online,2,155.49,82.28
68,2025-10-18,Phone,Electronics,Europe,Retail,2,571.28,349.72
69,2024-02-17,Phone,Electronics,North America,Online,4,628.21,371.24
70,2024-04-01,Blender,Home,Europe,Retail,4,159.21,98.83
71,2023-04-06,Watch,Accessories,North America,Wholesale,4,268.36,80.99
72,2023-10-06,Blender,Home,North America,Online,1,142.15,87.8
73,2024-12-29,Jacket,Clothing,North America,Retail,2,191.91,92.0
74,2023-03-17,Shoes,Clothing,Asia,Online,1,115.66,65.4
75,2023-05-24,Watch,Accessories,Asia,Retail,1,229.59,81.64
76,2024-07-22,Jacket,Clothing,Asia,Online,3,183.65,99.89
77,2024-09-25,Watch,Accessories,Asia,Online,1,261.85,80.73
78,2024-08-10,Watch,Accessories,North America,Online,1,263.08,81.89
79,2023-06-19,Watch,Accessories,North America,Retail,1,266.09,83.3
80,2023-12-05,Blender,Home,North America,Wholesale,4,146.23,87.67
81,2023-08-05,Watch,Accessories,Asia,Wholesale,1,262.67,78.02
82,2025-05-25,Blender,Home,Asia,Wholesale,2,156.15,85.48
83,2023-06-22,Bike,Sports,North America,Wholesale,1,490.52,304.29
84,2025-10-21,Laptop,Electronics,Asia,Retail,3,813.34,546.22
85,2025-04-03,Laptop,Electronics,North America,Retail,1,755.78,546.32
86,2025-03-25,Blender,Home,North America,Wholesale,1,136.3,97.64
87,2023-02-16,Shoes,Clothing,North America,Retail,1,113.2,57.53
88,2024-10-17,Bike,Sports,Europe,Retail,3,454.54,286.86
89,2024-11-06,Phone,Electronics,North America,Retail,2,586.59,331.06
90,2024-05-16,Jacket,Clothing,North America,Retail,3,201.44,96.19
91,2024-01-25,Blender,Home,North America,Online,2,147.5,91.46
92,2025-04-03,Phone,Electronics,Asia,Retail,2,643.93,318.17
93,2025-12-24,Bike,Sports,North America,Online,2,548.73,279.03
94,2025-04-06,Watch,Accessories,North America,Wholesale,3,253.45,73.02
95,2024-01-20,Watch,Accessories,North America,Retail,1,227.82,85.84
96,2025-02-09,Watch,Accessories,Europe,Online,1,254.26,83.62
97,2024-04-01,Shoes,Clothing,Europe,Retail,2,114.03,57.3
98,2024-05-02,Laptop,Electronics,Asia,Online,4,727.5,476.87
99,2024-11-04,Phone,Electronics,North America,Online,2,632.68,351.41
100,2024-01-24,Jacket,Clothing,Asia,Wholesale,2,215.07,98.07
101,2025-05-02,Watch,Accessories,Europe,Online,2,260.2,75.41
102,2023-04-08,Bike,Sports,Asia,Online,2,489.22,296.25
103,2023-09-06,Jacket,Clothing,Europe,Wholesale,2,198.04,108.21
104,2023-03-22,Phone,Electronics,North America,Online,1,635.58,347.15
105,2025-09-10,Laptop,Electronics,North America,Online,1,876.81,499.26
106,2023-02-12,Shoes,Clothing,Asia,Wholesale,4,116.2,60.45
107,2025-06-18,Watch,Accessories,Asia,Wholesale,4,259.83,78.59
108,2024-11-02,Blender,Home,North America,Retail,2,153.06,85.03
109,2024-08-26,Phone,Electronics,North America,Retail,2,561.24,321.21
110,2024-06-07,Laptop,Electronics,Europe,Retail,2,863.07,462.87
111,2025-03-04,Shoes,Clothing,Europe,Wholesale,1,119.55,62.25
112,2023-02-17,Watch,Accessories,North America,Wholesale,1,225.13,85.89
113,2024-12-19,Blender,Home,Europe,Wholesale,3,146.11,89.72
114,2023-12-31,Bike,Sports,Asia,Wholesale,2,453.67,285.15
115,2025-07-07,Watch,Accessories,Europe,Online,2,262.48,72.49
116,2025-01-08,Bike,Sports,North America,Online,3,474.25,286.15
117,2023-03-27,Watch,Accessories,North America,Retail,2,251.77,75.73
118,2023-03-08,Jacket,Clothing,Asia,Online,1,199.94,91.74
119,2024-09-14,Phone,Electronics,Europe,Retail,4,610.38,354.51
120,2024-11-22,Blender,Home,Asia,Retail,2,153.23,85.4
121,2024-10-23,Bike,Sports,Europe,Wholesale,1,465.29,284.76
122,2023-12-16,Bike,Sports,Asia,Wholesale,3,455.57,320.54
123,2025-11-29,Watch,Accessories,Europe,Wholesale,1,274.12,73.79
124,2024-10-07,Jacket,Clothing,Asia,Online,2,190.32,93.42
125,2023-07-13,Laptop,Electronics,North America,Retail,3,805.61,497.66
126,2025-04-15,Bike,Sports,Asia,Retail,3,469.95,314.17
127,2024-10-15,Phone,Electronics,Asia,Retail,4,550.47,350.43
128,2023-09-16,Shoes,Clothing,North America,Wholesale,1,116.86,59.45
129,2023-06-21,Phone,Electronics,North America,Wholesale,2,578.68,371.69
130,2023-11-25,Blender,Home,Europe,Wholesale,1,138.5,89.52
131,2023-11-14,Shoes,Clothing,Asia,Retail,4,131.16,55.49
132,2024-08-10,Phone,Electronics,Europe,Retail,3,547.98,366.88
133,2025-05-22,Shoes,Clothing,North America,Retail,1,112.84,55.96
134,2025-04-30,Blender,Home,North America,Retail,3,154.01,97.34
135,2023-03-30,Phone,Electronics,Europe,Wholesale,2,637.99,345.74
136,2024-02-26,Blender,Home,North America,Retail,1,157.43,90.05
137,2025-10-03,Laptop,Electronics,Asia,Wholesale,3,805.1,456.66
138,2023-07-17,Shoes,Clothing,Europe,Wholesale,2,115.99,62.77
139,2024-04-22,Watch,Accessories,North America,Retail,3,253.66,87.96
140,2025-09-23,Blender,Home,Europe,Online,3,157.32,81.6
141,2024-05-31,Phone,Electronics,North America,Wholesale,3,630.56,322.2
142,2023-08-16,Watch,Accessories,North America,Retail,1,231.37,78.36
143,2023-02-16,Blender,Home,Asia,Wholesale,4,156.67,93.96
144,2025-03-04,Shoes,Clothing,Europe,Online,3,122.38,63.92
145,2024-12-12,Bike,Sports,Europe,Retail,3,496.2,326.84
146,2025-09-11,Bike,Sports,North America,Retail,1,451.81,322.33
147,2025-10-05,Watch,Accessories,Asia,Retail,4,243.72,73.1
148,2025-02-17,Bike,Sports,Europe,Online,3,462.28,284.15
149,2025-09-09,Jacket,Clothing,Asia,Wholesale,1,193.29,96.23
150,2025-08-26,Blender,Home,North America,Online,1,145.06,95.45
151,2024-07-28,Laptop,Electronics,Europe,Wholesale,4,805.98,541.99
152,2024-04-19,Phone,Electronics,Asia,Wholesale,2,650.21,356.09
153,2024-10-25,Shoes,Clothing,North America,Retail,1,119.96,59.03
154,2023-03-04,Blender,Home,North America,Retail,3,153.97,81.24
155,2025-04-28,Watch,Accessories,Europe,Wholesale,4,247.95,80.92
156,2024-07-14,Blender,Home,Asia,Wholesale,3,152.86,82.21
157,2025-08-09,Shoes,Clothing,North America,Retail,3,116.39,59.62
158,2023-10-13,Blender,Home,Europe,Wholesale,4,151.95,82.18
159,2025-10-06,Watch,Accessories,Europe,Online,2,251.72,79.7
160,2025-04-10,Shoes,Clothing,Asia,Wholesale,4,112.37,64.34
161,2023-06-11,Phone,Electronics,Europe,Wholesale,4,636.09,383.53
162,2025-10-28,Blender,Home,Asia,Wholesale,1,151.55,85.57
163,2023-11-24,Watch,Accessories,Asia,Retail,2,241.96,81.11
164,2025-10-03,Jacket,Clothing,Europe,Online,4,183.98,94.86
165,2024-03-27,Shoes,Clothing,Asia,Wholesale,4,124.03,56.46
166,2023-01-07,Phone,Electronics,Asia,Retail,2,550.26,329.55
167,2024-11-30,Shoes,Clothing,Asia,Online,2,129.42,63.81
168,2024-12-07,Watch,Accessories,North America,Online,3,226.71,85.29
169,2025-06-23,Bike,Sports,Europe,Online,2,536.11,283.17
170,2024-08-15,Jacket,Clothing,Asia,Retail,2,202.63,109.71
171,2024-06-09,Phone,Electronics,Asia,Retail,1,605.0,359.34
172,2024-05-08,Bike,Sports,Europe,Wholesale,4,463.23,324.03
173,2023-03-16,Blender,Home,North America,Online,2,162.43,83.12
174,2025-11-06,Phone,Electronics,Asia,Retail,1,618.17,373.08
175,2023-12-08,Phone,Electronics,Asia,Online,1,571.64,333.65
176,2025-03-31,Jacket,Clothing,North America,Online,3,202.93,106.76
177,2023-05-10,Phone,Electronics,North America,Wholesale,4,655.04,327.91
178,2023-01-29,Phone,Electronics,North America,Wholesale,1,640.45,345.6
179,2025-01-13,Watch,Accessories,Europe,Online,3,272.47,78.35
180,2025-01-20,Blender,Home,North America,Online,4,139.86,96.15
181,2023-12-31,Shoes,Clothing,North America,Retail,3,116.02,63.25
182,2023-10-23,Laptop,Electronics,Europe,Retail,1,786.05,520.49
183,2023-05-11,Watch,Accessories,Europe,Online,2,264.97,83.12
184,2024-06-07,Phone,Electronics,North America,Retail,3,577.75,371.52
185,2023-11-26,Laptop,Electronics,Europe,Wholesale,1,791.36,468.51
186,2024-10-22,Watch,Accessories,Europe,Retail,1,257.94,83.08
187,2024-05-03,Phone,Electronics,Asia,Retail,1,620.39,318.09
188,2025-09-07,Watch,Accessories,North America,Wholesale,2,270.77,72.54
189,2025-06-01,Laptop,Electronics,North America,Online,4,738.45,492.18
190,2025-09-16,Watch,Accessories,Europe,Wholesale,4,267.23,77.11
191,2025-09-21,Laptop,Electronics,North America,Wholesale,4,739.29,457.7
192,2023-07-02,Phone,Electronics,North America,Retail,3,547.84,337.07
193,2025-07-09,Bike,Sports,Europe,Online,1,512.59,323.16
194,2023-11-07,Phone,Electronics,Asia,Retail,3,644.41,316.49
195,2025-11-28,Blender,Home,North America,Online,2,145.52,94.81
196,2025-01-17,Blender,Home,North America,Online,1,152.42,85.89
197,2025-07-09,Bike,Sports,Europe,Retail,3,492.14,314.25
198,2024-01-11,Shoes,Clothing,North America,Retail,2,128.47,62.59
199,2025-08-06,Laptop,Electronics,North America,Wholesale,2,727.22,460.95
200,2023-03-02,Phone,Electronics,Asia,Online,1,550.73,344.23
201,2025-12-21,Shoes,Clothing,Asia,Retail,1,131.74,62.92
202,2025-06-03,Watch,Accessories,Europe,Retail,3,250.63,75.69
203,2025-07-25,Phone,Electronics,North America,Retail,1,654.87,372.83
204,2025-12-06,Bike,Sports,Europe,Retail,3,538.38,325.67
205,2024-02-23,Blender,Home,Asia,Wholesale,2,149.74,98.93
206,2025-02-19,Bike,Sports,Europe,Retail,4,524.79,272.09
207,2025-08-09,Phone,Electronics,Asia,Retail,3,572.76,348.37
208,2023-06-19,Phone,Electronics,Asia,Wholesale,1,579.49,380.21
209,2025-09-10,Phone,Electronics,North America,Online,4,584.72,333.18
210,2024-03-29,Phone,Electronics,North America,Retail,1,566.42,362.83
211,2025-11-29,Laptop,Electronics,Europe,Wholesale,1,796.89,509.24
212,2023-02-09,Phone,Electronics,Asia,Retail,3,643.74,366.37
213,2025-03-26,Shoes,Clothing,North America,Online,1,116.02,56.86
214,2023-07-10,Jacket,Clothing,Asia,Retail,3,210.11,93.17
215,2025-01-30,Phone,Electronics,Asia,Retail,3,645.49,315.36
216,2023-03-23,Bike,Sports,Asia,Online,4,505.62,315.4
217,2025-12-05,Blender,Home,Asia,Online,3,164.44,92.37
218,2024-03-23,Jacket,Clothing,Asia,Online,4,212.75,92.57
219,2024-08-08,Watch,Accessories,Asia,Online,1,273.15,77.47
220,2025-09-15,Blender,Home,Europe,Wholesale,2,163.12,93.38
221,2024-06-07,Laptop,Electronics,Europe,Online,2,833.37,497.36
222,2023-07-29,Shoes,Clothing,Asia,Wholesale,2,131.76,62.11
223,2024-01-16,Jacket,Clothing,Europe,Wholesale,4,180.98,90.44
224,2025-08-04,Watch,Accessories,Europe,Online,3,259.16,79.13
225,2024-05-30,Blender,Home,Asia,Wholesale,1,138.07,96.38
226,2023-06-06,Blender,Home,Europe,Online,3,141.62,82.48
227,2025-04-28,Shoes,Clothing,North America,Wholesale,2,111.63,59.19
228,2023-03-25,Blender,Home,Asia,Retail,2,157.8,88.96
229,2025-07-22,Phone,Electronics,North America,Retail,3,629.5,329.03
230,2024-05-06,Jacket,Clothing,North America,Retail,4,201.73,93.18
231,2024-06-03,Blender,Home,Asia,Wholesale,3,148.61,90.55
232,2025-08-17,Blender,Home,Asia,Online,4,135.98,97.58
233,2025-01-03,Watch,Accessories,North America,Online,2,254.92,81.72
234,2025-08-13,Laptop,Electronics,Europe,Wholesale,3,824.24,482.59
235,2024-12-21,Blender,Home,Europe,Online,4,148.94,93.25
236,2024-08-29,Watch,Accessories,North America,Online,2,239.58,83.12
237,2025-02-17,Laptop,Electronics,North America,Online,2,839.87,464.59
238,2024-08-14,Watch,Accessories,Europe,Online,2,255.91,83.24
239,2023-01-02,Jacket,Clothing,North America,Retail,1,183.51,97.01
240,2025-07-06,Jacket,Clothing,Europe,Online,3,185.31,101.35
241,2023-05-23,Phone,Electronics,Asia,Retail,2,544.94,361.93
242,2024-09-26,Shoes,Clothing,Asia,Retail,2,122.27,61.4
243,2024-12-16,Phone,Electronics,Europe,Wholesale,4,653.68,358.77
244,2024-01-18,Shoes,Clothing,Europe,Online,3,123.86,60.64
245,2024-02-14,Bike,Sports,Europe,Online,3,514.36,301.58
246,2025-09-04,Shoes,Clothing,North America,Retail,2,122.24,61.8
247,2023-05-02,Shoes,Clothing,North America,Wholesale,3,131.42,58.04
248,2024-11-25,Blender,Home,Europe,Wholesale,4,149.95,91.0
249,2024-07-02,Bike,Sports,Europe,Wholesale,4,504.25,299.6
250,2024-03-20,Shoes,Clothing,Asia,Retail,1,118.04,56.44
251,2023-06-08,Bike,Sports,Europe,Online,2,524.27,295.53
252,2025-08-04,Laptop,Electronics,Europe,Online,4,814.09,452.94
253,2025-07-20,Watch,Accessories,Europe,Online,2,257.75,87.87
254,2024-06-13,Blender,Home,Europe,Online,4,160.08,85.24
255,2025-07-28,Watch,Accessories,North America,Online,2,273.57,74.9
256,2024-07-06,Blender,Home,Europe,Wholesale,2,137.92,88.29
257,2023-05-10,Laptop,Electronics,North America,Online,3,746.16,489.11
258,2023-09-18,Shoes,Clothing,North America,Wholesale,3,122.12,61.18
259,2023-10-14,Watch,Accessories,Europe,Retail,3,269.19,79.07
260,2025-04-23,Phone,Electronics,Asia,Retail,2,557.49,346.46
261,2024-07-29,Laptop,Electronics,North America,Wholesale,2,746.82,453.67
262,2023-06-14,Blender,Home,Asia,Wholesale,1,160.33,95.5
263,2024-09-11,Bike,Sports,Europe,Retail,3,461.19,286.18
264,2025-11-09,Watch,Accessories,Europe,Retail,2,226.97,73.95
265,2025-12-18,Blender,Home,Europe,Retail,1,138.1,91.52
266,2023-05-06,Phone,Electronics,Asia,Wholesale,2,578.78,383.12
267,2024-03-02,Watch,Accessories,Asia,Online,2,242.13,80.52
268,2023-11-04,Blender,Home,Europe,Retail,4,163.19,94.19
269,2025-10-11,Laptop,Electronics,Asia,Online,4,744.99,473.46
270,2023-11-07,Watch,Accessories,Europe,Online,3,272.23,82.93
271,2023-10-30,Laptop,Electronics,North America,Online,4,842.96,461.31
272,2025-03-11,Jacket,Clothing,North America,Retail,1,188.63,103.18
273,2025-10-06,Laptop,Electronics,North America,Retail,4,727.71,547.72
274,2024-08-07,Blender,Home,Europe,Retail,1,152.01,94.29
275,2024-05-08,Bike,Sports,Europe,Retail,4,516.76,318.47
276,2025-04-30,Laptop,Electronics,Europe,Wholesale,1,850.85,462.02
277,2024-12-25,Laptop,Electronics,Asia,Retail,3,820.83,510.98
278,2025-04-07,Shoes,Clothing,North America,Wholesale,1,118.77,56.85
279,2023-04-12,Jacket,Clothing,Europe,Online,2,203.48,93.37
280,2025-07-30,Phone,Electronics,Europe,Online,1,585.57,375.43
281,2024-09-20,Jacket,Clothing,Europe,Retail,1,193.65,97.6
282,2025-02-21,Watch,Accessories,Europe,Wholesale,3,263.24,85.01
283,2025-10-01,Shoes,Clothing,Asia,Retail,1,112.7,54.09
284,2024-02-03,Jacket,Clothing,North America,Retail,1,206.19,97.6
285,2025-02-25,Bike,Sports,North America,Online,2,466.63,307.04
286,2025-01-20,Shoes,Clothing,Europe,Online,4,120.94,57.74
287,2024-08-11,Phone,Electronics,Asia,Wholesale,4,638.78,351.57
288,2025-11-28,Jacket,Clothing,North America,Online,1,187.38,95.91
289,2023-10-25,Blender,Home,Asia,Online,4,163.89,89.7
290,2024-07-12,Laptop,Electronics,North America,Online,3,720.41,513.8
291,2025-11-15,Jacket,Clothing,North America,Retail,1,205.86,93.5
292,2024-08-06,Phone,Electronics,North America,Online,4,582.41,331.58
293,2025-12-19,Shoes,Clothing,Europe,Retail,3,124.02,55.15
294,2023-08-30,Watch,Accessories,Europe,Retail,1,233.4,83.79
295,2024-10-22,Watch,Accessories,Asia,Wholesale,1,233.92,77.0
296,2024-10-11,Shoes,Clothing,Europe,Retail,1,117.38,61.13
297,2023-09-20,Phone,Electronics,North America,Wholesale,1,621.1,345.99
298,2024-04-03,Laptop,Electronics,Europe,Online,3,774.57,531.87
299,2023-10-15,Phone,Electronics,North America,Retail,3,632.71,333.54
300,2023-03-14,Jacket,Clothing,Asia,Retail,4,194.68,96.87
301,2025-04-07,Laptop,Electronics,North America,Online,2,827.14,456.99
302,2023-03-08,Phone,Electronics,Europe,Online,2,567.7,346.98
303,2024-12-27,Phone,Electronics,Europe,Wholesale,4,619.42,354.04
304,2023-04-26,Bike,Sports,North America,Retail,4,508.05,275.33
305,2023-10-14,Blender,Home,Europe,Online,3,141.03,90.64
306,2023-02-24,Laptop,Electronics,Asia,Online,4,720.2,480.09
307,2023-12-14,Blender,Home,North America,Retail,3,139.57,98.86
308,2023-05-29,Bike,Sports,Asia,Retail,4,512.36,275.35
309,2025-02-22,Blender,Home,Europe,Retail,4,158.46,93.76
310,2023-04-24,Watch,Accessories,Asia,Retail,1,243.01,73.4
311,2024-03-24,Laptop,Electronics,Europe,Online,3,852.05,477.97
312,2023-09-19,Watch,Accessories,North America,Online,3,264.31,81.19
313,2024-07-14,Jacket,Clothing,Europe,Online,2,201.59,102.56
314,2023-05-14,Bike,Sports,North America,Wholesale,3,529.0,288.28
315,2024-07-31,Blender,Home,Europe,Online,3,155.85,87.23
316,2025-03-03,Laptop,Electronics,Europe,Retail,1,857.92,542.28
317,2023-12-02,Bike,Sports,Asia,Retail,2,532.93,289.05
318,2025-11-14,Bike,Sports,Europe,Retail,1,486.75,274.09
319,2025-11-01,Watch,Accessories,Asia,Online,4,231.1,81.51
320,2025-09-15,Jacket,Clothing,Asia,Online,4,214.06,90.01
321,2025-12-19,Phone,Electronics,Asia,Online,3,558.24,319.29
322,2023-12-11,Phone,Electronics,Asia,Wholesale,2,598.15,367.8
323,2025-09-09,Laptop,Electronics,Europe,Online,3,747.31,457.46
324,2023-09-20,Shoes,Clothing,Asia,Retail,4,124.6,61.42
325,2025-03-30,Blender,Home,Asia,Online,1,153.72,90.49
326,2025-02-06,Watch,Accessories,Europe,Online,1,242.71,80.41
327,2024-08-20,Watch,Accessories,Asia,Retail,1,225.55,78.66
328,2025-01-11,Bike,Sports,Asia,Retail,3,508.21,310.86
329,2025-11-02,Laptop,Electronics,North America,Online,1,853.49,512.93
330,2023-06-22,Blender,Home,Asia,Wholesale,4,149.64,82.98
331,2023-11-04,Blender,Home,Europe,Online,4,137.94,89.79
332,2024-07-07,Shoes,Clothing,North America,Retail,1,130.95,55.6
333,2023-05-09,Laptop,Electronics,Europe,Online,2,790.02,475.47
334,2023-08-20,Phone,Electronics,Asia,Online,1,639.02,349.68
335,2023-03-20,Laptop,Electronics,Asia,Retail,1,730.66,501.84
336,2024-03-24,Jacket,Clothing,North America,Wholesale,3,207.21,90.83
337,2024-02-12,Shoes,Clothing,North America,Online,3,108.29,65.48
338,2024-01-01,Watch,Accessories,Asia,Wholesale,4,242.49,84.39
339,2024-07-16,Jacket,Clothing,Europe,Online,3,196.49,100.99
340,2025-09-18,Bike,Sports,North America,Retail,4,546.79,287.73
341,2024-04-07,Phone,Electronics,Europe,Retail,2,541.25,332.88
342,2023-08-05,Laptop,Electronics,Europe,Retail,2,796.52,539.58
343,2024-10-13,Jacket,Clothing,North America,Wholesale,3,219.2,102.04
344,2024-06-06,Jacket,Clothing,Asia,Retail,2,193.53,108.56
345,2024-05-02,Laptop,Electronics,Europe,Online,3,808.01,488.87
346,2024-02-18,Jacket,Clothing,Europe,Retail,4,184.86,93.95
347,2023-05-02,Blender,Home,North America,Wholesale,4,144.51,96.83
348,2023-05-29,Phone,Electronics,Europe,Online,1,566.53,383.49
349,2024-10-24,Watch,Accessories,Europe,Wholesale,4,227.69,77.12
350,2024-06-17,Laptop,Electronics,North America,Retail,4,726.91,466.48
351,2024-03-11,Watch,Accessories,Asia,Retail,3,273.26,79.81
352,2024-02-25,Bike,Sports,Europe,Wholesale,1,524.34,306.72
353,2024-02-17,Watch,Accessories,North America,Wholesale,2,268.67,82.18
354,2023-05-09,Phone,Electronics,Asia,Online,4,627.18,384.43
355,2024-04-17,Phone,Electronics,Asia,Wholesale,2,629.08,372.06
356,2025-07-25,Phone,Electronics,Europe,Online,4,634.06,353.8
357,2023-11-10,Phone,Electronics,North America,Online,2,639.92,315.77
358,2025-11-09,Blender,Home,Europe,Wholesale,3,157.69,96.16
359,2024-11-28,Blender,Home,Europe,Online,4,146.56,92.58
360,2025-04-01,Shoes,Clothing,Europe,Retail,4,112.28,54.35
361,2025-11-09,Blender,Home,Europe,Wholesale,1,152.65,89.66
362,2023-12-02,Blender,Home,Europe,Online,2,151.84,91.09
363,2024-08-16,Bike,Sports,North America,Wholesale,3,476.98,319.5
364,2023-07-30,Bike,Sports,Europe,Online,2,519.54,314.76
365,2025-07-15,Blender,Home,Europe,Wholesale,4,150.52,88.92
366,2024-04-25,Laptop,Electronics,Asia,Wholesale,2,779.43,456.25
367,2025-10-16,Shoes,Clothing,Asia,Wholesale,2,123.42,59.05
368,2023-03-19,Watch,Accessories,North America,Retail,4,244.19,81.15
369,2023-05-18,Jacket,Clothing,Europe,Online,2,186.61,104.01
370,2024-12-10,Bike,Sports,Asia,Online,1,542.96,316.95
371,2025-07-10,Shoes,Clothing,North America,Retail,3,117.05,59.54
372,2024-12-04,Phone,Electronics,Europe,Wholesale,1,624.72,359.18
373,2025-10-06,Watch,Accessories,Europe,Retail,3,246.84,83.67
374,2024-11-16,Bike,Sports,North America,Retail,4,463.13,293.93
375,2025-05-25,Bike,Sports,Asia,Wholesale,2,478.22,285.7
376,2023-09-27,Jacket,Clothing,Asia,Online,4,218.99,97.42
377,2023-07-24,Laptop,Electronics,Asia,Online,2,730.46,498.76
378,2025-05-24,Phone,Electronics,Asia,Wholesale,1,581.51,337.06
379,2024-09-30,Bike,Sports,Asia,Wholesale,3,452.18,309.83
380,2024-05-06,Blender,Home,Europe,Retail,4,142.8,94.15
381,2025-09-10,Phone,Electronics,North America,Retail,1,595.67,383.04
382,2023-06-10,Laptop,Electronics,North America,Wholesale,2,835.2,491.8
383,2025-10-11,Bike,Sports,Europe,Online,1,502.34,276.89
384,2024-02-27,Shoes,Clothing,Europe,Online,2,121.17,61.35
385,2025-04-21,Phone,Electronics,North America,Online,1,556.92,361.49
386,2023-04-08,Phone,Electronics,Europe,Wholesale,4,589.41,360.57
387,2024-07-24,Bike,Sports,North America,Wholesale,2,547.81,317.64
